Timestamp,Level,Module,User,FileName,LineNumber,ColumnNumber,FunctionName,ErrorType,Message,StackTrace
2026-02-09T20:46:28.096Z,log,ServiceWorker,marta_offline,service-worker.js,257,21,initializeOfflineSessionCache,,Initializing offline session cache for session: 1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:29.660Z,log,ServiceWorker,marta_offline,service-worker.js,312,25,cacheStaticFilesForSession,,Static file caching complete,
2026-02-09T20:46:29.660Z,log,ServiceWorker,marta_offline,service-worker.js,309,29,cacheStaticFilesForSession,,"✅ Successfully cached 129 static files: /css/bootstrap.min.css, /css/index.css, /TemplatePackage/4.0/assets/css/print.css, /css/animate.css, /styles/mmria-custom.css, /styles/template-package-override.css, /TemplatePackage/4.0/assets/vendor/css/bootstrap.css, /styles/mmria.css, /styles/d3/c3.min.css, /styles/jquery/jquery.timepicker.css, /styles/jquery/jquery.datetimepicker.css, /styles/bootstrap/bootstrap-datetimepicker.min.css, /styles/bootstrap/jquery.bootstrap-touchspin.min.css, /TemplatePackage/4.0/assets/css/app.min.css, /styles/bootstrap/bootstrap-timepicker.css, /styles/flatpickr/flatpickr.min.css, /styles/d3/c3/0.7.20/c3.min.css, /styles/trumbowyg/trumbowyg.min.css, /TemplatePackage/4.0/assets/fonts/open-sans-v15-latin-regular.woff2, /TemplatePackage/4.0/assets/fonts/merriweather-v19-latin-regular.woff2, /TemplatePackage/4.0/assets/fonts/cdciconfont.woff2, /TemplatePackage/4.0/assets/fonts/fontawesome-webfont.woff, /TemplatePackage/4.0/assets/fonts/cdciconfont.ttf, /TemplatePackage/4.0/assets/fonts/cdciconfont.eot, /TemplatePackage/4.0/assets/fonts/cdciconfont.woff, /TemplatePackage/4.0/assets/fonts/fontawesome-webfont.ttf, /TemplatePackage/4.0/assets/fonts/fontawesome-webfont.eot, /TemplatePackage/4.0/assets/fonts/glyphicons-halflings-regular.woff, /TemplatePackage/4.0/assets/fonts/lato-regular-webfont.woff, /TemplatePackage/4.0/assets/fonts/glyphicons-halflings-regular.eot, /TemplatePackage/4.0/assets/fonts/glyphicons-halflings-regular.ttf, /TemplatePackage/4.0/assets/fonts/lato-regular-webfont.ttf, /TemplatePackage/4.0/assets/fonts/lato-regular-webfont.eot, /TemplatePackage/4.0/assets/fonts/cdciconfont.woff2?2747808d2c4ae8c1059745ae5eddb65e, /TemplatePackage/4.0/assets/fonts/cdciconfont.woff?2747808d2c4ae8c1059745ae5eddb65e, /TemplatePackage/4.0/assets/fonts/cdciconfont.ttf?2747808d2c4ae8c1059745ae5eddb65e, /js/jquery.min.js, /js/bootstrap.min.js, /js/jquery.easing.min.js, /js/wow.js, /js/jquery.bxslider.min.js, /TemplatePackage/4.0/assets/vendor/js/jquery.min.js, /TemplatePackage/4.0/assets/vendor/js/bootstrap.min.js, /scripts/jquery-ui.min.js, /scripts/jquery-3.1.1.min.js, /scripts/jquery/moment.js, /scripts/jquery/jquery.timepicker.js, /scripts/jquery/jquery.numeric.min.js, /scripts/jquery/jquery.datetimepicker.js, /scripts/bootstrap/bootstrap-datetimepicker.min.js, /scripts/bootstrap/jquery.bootstrap-touchspin.min.js, /scripts/bootstrap/bootstrap-timepicker.js, /scripts/esprima.js, /scripts/escodegen.browser.js, /scripts/peg.js/0.10.0/peg.js, /scripts/rxjs/7.5.5/rxjs.umd.min.js, /scripts/d3/c3.min.js, /scripts/d3/d3.min.js, /scripts/trumbowyg/trumbowyg.min.js, /scripts/d3/d3/v5/d3.v5.min.js, /scripts/d3/c3/0.7.20/c3.min.js, /scripts/trumbowyg/trumbowyg.colors.min.js, /scripts/trumbowyg/trumbowyg.fontsize.min.js, /scripts/mmria.js, /scripts/mmria-custom.js, /scripts/metadata_summary.js, /scripts/editor/page_renderer/app.mmria.js, /scripts/editor/page_renderer/string.js, /scripts/editor/page_renderer/number.js, /scripts/editor/page_renderer.js, /scripts/editor/page_renderer/textarea.js, /scripts/editor/page_renderer/html_area.js, /scripts/editor/page_renderer/time.js, /scripts/editor/page_renderer/boolean.js, /scripts/editor/page_renderer/datetime.js, /scripts/editor/page_renderer/chart.js, /scripts/editor/page_renderer/form.mmria.js, /scripts/editor/page_renderer/date.mmria.js, /scripts/editor/page_renderer/form.pmss.attachment.js, /scripts/editor/page_renderer/grid.js, /scripts/editor/page_renderer/group.js, /scripts/editor/page_renderer/hidden.js, /scripts/editor/page_renderer/label.js, /scripts/editor/page_renderer/jurisdiction.js, /scripts/editor/navigation_renderer.js, /scripts/editor/page_renderer/list.js, /scripts/editor/apply_sort.js, /scripts/case/search_view.js, /scripts/case/index.mmria.js, /scripts/case/conversion-calculator.js, /scripts/case/index.js, /scripts/pdf-version/index.js, /scripts/pdf-version/chart.min.js, /scripts/data_access.js, /scripts/pdf-version/vfs_fonts.js, /scripts/pdf-version/pdfmake.min.js, /scripts/create_default_object.js, /scripts/url_monitor.js, /scripts/offline/offline-session-validator.js, /scripts/offline/offline-utils.js, /scripts/flatpickr/flatpickr.js, /scripts/offline/offline-change-tracker.js, /scripts/offline/offline-network-monitor.js, /scripts/offline/offline-sync-manager.js, /scripts/offline/offline-case-manager.js, /scripts/offline/offline-navigation-manager.js, /scripts/offline/offline-status-manager.js, /scripts/offline/offline-modals.js, /scripts/offline/offline-ui-renderer.js, /scripts/offline/offline-transition-manager.js, /scripts/offline/offline-logout-button.js, /scripts/offline/offline-home-page.js, /scripts/offline/offline-debug-modal.js, /scripts/offline/offline-session-manager.js, /scripts/offline/service-worker-manager.js, /scripts/offline/offline-logger.js, /scripts/Home/index.js, /TemplatePackage/4.0/assets/imgs/favicon.ico, /img/offline-info.svg, /img/online-go.svg, /img/icon_pin.png, /img/icon_unpin.png, /favicon.ico, /img/icon_error.svg, /scripts/Account/offline_key_login.js, /img/offline-index.svg, /images/mmria-secondary.png, /scripts/shared/logout-handler.js, /images/mmria-secondary.svg",
2026-02-09T20:46:29.661Z,log,ServiceWorker,marta_offline,service-worker.js,325,25,cacheApiRoutesForSession,,Caching API routes for session to: mmria-api-v114-stable-session-1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:31.594Z,log,ServiceWorker,marta_offline,service-worker.js,395,29,cacheApiRoutesForSession,,"✅ Cached 9 API routes: /Case, /case, /Home/Index, /, /Account/Offlinelogin, /pdf-version, /pdf-version/, /pdf-version/index.html, /api/OfflineCase/cache-version",
2026-02-09T20:46:31.595Z,log,ServiceWorker,marta_offline,service-worker.js,441,25,clearPreviousSessionCaches,,Found caches to clear: [],
2026-02-09T20:46:31.595Z,log,ServiceWorker,marta_offline,service-worker.js,398,25,cacheApiRoutesForSession,,API routes caching complete for session: 1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:31.595Z,log,ServiceWorker,marta_offline,service-worker.js,426,25,clearPreviousSessionCaches,,Clearing all non-current session caches...,
2026-02-09T20:46:31.596Z,log,ServiceWorker,marta_offline,service-worker.js,448,25,clearPreviousSessionCaches,,Cache cleanup complete,
2026-02-09T20:46:31.597Z,log,ServiceWorkerManager,marta_offline,service-worker-manager.js,124,40,messageChannel.port1.onmessage,,Session initialized successfully: 1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:31.597Z,log,ServiceWorker,marta_offline,service-worker.js,914,29,anonymous,,Received CLAIM_CLIENTS message,
2026-02-09T20:46:31.624Z,log,ServiceWorker,marta_offline,service-worker.js,958,29,anonymous,,Received CACHE_OFFLINE_SESSION_DATA message,
2026-02-09T20:46:31.624Z,log,ServiceWorker,marta_offline,service-worker.js,3425,25,handleCacheOfflineSessionData,,Incoming session ID: ca8170de-b4c3-4f17-b40a-1220a5fca678,
2026-02-09T20:46:31.624Z,log,ServiceWorker,marta_offline,service-worker.js,3424,25,handleCacheOfflineSessionData,,Caching offline session data...,
2026-02-09T20:46:31.625Z,log,ServiceWorker,marta_offline,service-worker.js,502,29,getActiveApiCacheName,,Using active session cache: mmria-api-v114-stable-session-1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:31.632Z,log,ServiceWorker,marta_offline,service-worker.js,3458,29,handleCacheOfflineSessionData,,New or different session detected - cleaning up old session data...,
2026-02-09T20:46:31.633Z,log,ServiceWorker,marta_offline,service-worker.js,3481,29,handleCacheOfflineSessionData,,Cleanup complete - deleted 0 old session(s) and 0 attempt counter(s),
2026-02-09T20:46:31.639Z,log,ServiceWorker,marta_offline,service-worker.js,3496,25,handleCacheOfflineSessionData,,Offline session data cached successfully for session: ca8170de-b4c3-4f17-b40a-1220a5fca678,
2026-02-09T20:46:31.640Z,log,ServiceWorker,marta_offline,service-worker.js,969,29,anonymous,,Received SET_OFFLINE_ENCRYPTION_KEY,
2026-02-09T20:46:32.153Z,log,OfflineTransitionManager,marta_offline,offline-transition-manager.js,879,20,attempt_offline_transition,,Encryption key set and ready,
2026-02-09T20:46:32.153Z,log,OfflineTransitionManager,marta_offline,offline-transition-manager.js,896,20,attempt_offline_transition,,Caching offline resources for 2 case(s)...,
2026-02-09T20:46:32.153Z,log,OfflineTransitionManager,marta_offline,offline-transition-manager.js,894,20,attempt_offline_transition,,Service worker keep-alive started,
2026-02-09T20:46:32.154Z,log,ServiceWorkerManager,marta_offline,service-worker-manager.js,288,20,Object.prefetchCases,,Pre-fetching 2 offline cases...,
2026-02-09T20:46:32.158Z,log,ServiceWorker,marta_offline,service-worker.js,1373,25,anonymous,,🎯 Routing API request to handleApiRequest: /api/case,
2026-02-09T20:46:32.160Z,log,ServiceWorker,marta_offline,service-worker.js,1461,21,handleApiRequest,,🔍 Service Worker: handleApiRequest called for: /api/case?case_id=d055795e-593b-4fa4-8d0b-6d926681fcf7,
2026-02-09T20:46:32.160Z,log,ServiceWorker,marta_offline,service-worker.js,1462,21,handleApiRequest,,🔍 Service Worker: Full URL: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/case?case_id=d055795e-593b-4fa4-8d0b-6d926681fcf7,
2026-02-09T20:46:32.161Z,log,ServiceWorker,marta_offline,service-worker.js,1463,21,handleApiRequest,,🔍 Service Worker: Request method: GET,
2026-02-09T20:46:32.162Z,log,ServiceWorker,marta_offline,service-worker.js,1475,25,handleApiRequest,,✅ Cache-first strategy for: /api/case?case_id=d055795e-593b-4fa4-8d0b-6d926681fcf7,
2026-02-09T20:46:32.163Z,log,ServiceWorker,marta_offline,service-worker.js,2105,29,isUserInOfflineMode,,Using cached offline status: false,
2026-02-09T20:46:32.164Z,log,ServiceWorker,marta_offline,service-worker.js,2202,29,hasActiveOfflineSession,,Using cached active offline session status: false,
2026-02-09T20:46:32.165Z,log,ServiceWorker,marta_offline,service-worker.js,1556,33,handleApiRequest,,"Cache miss, trying network: /api/case",
2026-02-09T20:46:33.774Z,log,ServiceWorker,marta_offline,service-worker.js,502,29,getActiveApiCacheName,,Using active session cache: mmria-api-v114-stable-session-1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:33.802Z,log,ServiceWorker,marta_offline,service-worker.js,1571,45,handleApiRequest,,Cached case response ENCRYPTED from network,
2026-02-09T20:46:33.804Z,log,ServiceWorker,marta_offline,service-worker.js,1578,37,handleApiRequest,,✅ Cached response from network: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/case?case_id=d055795e-593b-4fa4-8d0b-6d926681fcf7,
2026-02-09T20:46:33.808Z,log,ServiceWorker,marta_offline,service-worker.js,1463,21,handleApiRequest,,🔍 Service Worker: Request method: GET,
2026-02-09T20:46:33.808Z,log,ServiceWorker,marta_offline,service-worker.js,1461,21,handleApiRequest,,🔍 Service Worker: handleApiRequest called for: /api/case?case_id=a0103263-654c-4d21-818e-3ddc0e1b78ba,
2026-02-09T20:46:33.808Z,log,ServiceWorker,marta_offline,service-worker.js,1462,21,handleApiRequest,,🔍 Service Worker: Full URL: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/case?case_id=a0103263-654c-4d21-818e-3ddc0e1b78ba,
2026-02-09T20:46:33.808Z,log,ServiceWorker,marta_offline,service-worker.js,1373,25,anonymous,,🎯 Routing API request to handleApiRequest: /api/case,
2026-02-09T20:46:33.808Z,log,ServiceWorker,marta_offline,service-worker.js,1475,25,handleApiRequest,,✅ Cache-first strategy for: /api/case?case_id=a0103263-654c-4d21-818e-3ddc0e1b78ba,
2026-02-09T20:46:33.809Z,log,ServiceWorker,marta_offline,service-worker.js,2600,25,cacheCaseData,,Starting to cache case d055795e-593b-4fa4-8d0b-6d926681fcf7,
2026-02-09T20:46:33.809Z,log,ServiceWorker,marta_offline,service-worker.js,875,29,anonymous,,Caching case data for: d055795e-593b-4fa4-8d0b-6d926681fcf7,
2026-02-09T20:46:33.809Z,log,ServiceWorker,marta_offline,service-worker.js,502,29,getActiveApiCacheName,,Using active session cache: mmria-api-v114-stable-session-1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:33.810Z,log,ServiceWorker,marta_offline,service-worker.js,1556,33,handleApiRequest,,"Cache miss, trying network: /api/case",
2026-02-09T20:46:33.810Z,log,ServiceWorker,marta_offline,service-worker.js,2202,29,hasActiveOfflineSession,,Using cached active offline session status: false,
2026-02-09T20:46:33.810Z,log,ServiceWorker,marta_offline,service-worker.js,2105,29,isUserInOfflineMode,,Using cached offline status: false,
2026-02-09T20:46:33.812Z,log,ServiceWorker,marta_offline,service-worker.js,2616,33,cacheCaseData,,Stored case d055795e-593b-4fa4-8d0b-6d926681fcf7 ENCRYPTED in cache,
2026-02-09T20:46:33.821Z,log,ServiceWorker,marta_offline,service-worker.js,2625,25,cacheCaseData,,Successfully cached case data for: d055795e-593b-4fa4-8d0b-6d926681fcf7 at URL: /api/case?case_id=d055795e-593b-4fa4-8d0b-6d926681fcf7,
2026-02-09T20:46:33.824Z,log,ServiceWorker,marta_offline,service-worker.js,2630,29,cacheCaseData,,Verification successful - case d055795e-593b-4fa4-8d0b-6d926681fcf7 is in cache (encrypted=true),
2026-02-09T20:46:34.195Z,log,ServiceWorker,marta_offline,service-worker.js,502,29,getActiveApiCacheName,,Using active session cache: mmria-api-v114-stable-session-1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:34.220Z,log,ServiceWorker,marta_offline,service-worker.js,1571,45,handleApiRequest,,Cached case response ENCRYPTED from network,
2026-02-09T20:46:34.221Z,log,ServiceWorker,marta_offline,service-worker.js,1578,37,handleApiRequest,,✅ Cached response from network: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/case?case_id=a0103263-654c-4d21-818e-3ddc0e1b78ba,
2026-02-09T20:46:34.222Z,log,ServiceWorkerManager,marta_offline,service-worker-manager.js,335,24,Object.prefetchCases,,"Prefetch complete - 2 cached, 0 failed",
2026-02-09T20:46:34.223Z,log,ServiceWorker,marta_offline,service-worker.js,2600,25,cacheCaseData,,Starting to cache case a0103263-654c-4d21-818e-3ddc0e1b78ba,
2026-02-09T20:46:34.223Z,log,ServiceWorker,marta_offline,service-worker.js,875,29,anonymous,,Caching case data for: a0103263-654c-4d21-818e-3ddc0e1b78ba,
2026-02-09T20:46:34.224Z,log,ServiceWorker,marta_offline,service-worker.js,502,29,getActiveApiCacheName,,Using active session cache: mmria-api-v114-stable-session-1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:34.224Z,log,ServiceWorker,marta_offline,service-worker.js,2290,21,handlePageRequest,,Handling page request for: /Case,
2026-02-09T20:46:34.225Z,log,ServiceWorker,marta_offline,service-worker.js,2202,29,hasActiveOfflineSession,,Using cached active offline session status: false,
2026-02-09T20:46:34.225Z,log,ServiceWorker,marta_offline,service-worker.js,2381,25,handlePageRequest,,"Online detected, trying network first for: /Case",
2026-02-09T20:46:34.225Z,log,ServiceWorker,marta_offline,service-worker.js,2105,29,isUserInOfflineMode,,Using cached offline status: false,
2026-02-09T20:46:34.229Z,log,ServiceWorker,marta_offline,service-worker.js,2616,33,cacheCaseData,,Stored case a0103263-654c-4d21-818e-3ddc0e1b78ba ENCRYPTED in cache,
2026-02-09T20:46:34.239Z,log,ServiceWorker,marta_offline,service-worker.js,2625,25,cacheCaseData,,Successfully cached case data for: a0103263-654c-4d21-818e-3ddc0e1b78ba at URL: /api/case?case_id=a0103263-654c-4d21-818e-3ddc0e1b78ba,
2026-02-09T20:46:34.243Z,log,ServiceWorker,marta_offline,service-worker.js,2630,29,cacheCaseData,,Verification successful - case a0103263-654c-4d21-818e-3ddc0e1b78ba is in cache (encrypted=true),
2026-02-09T20:46:34.491Z,log,ServiceWorker,marta_offline,service-worker.js,502,29,getActiveApiCacheName,,Using active session cache: mmria-api-v114-stable-session-1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:34.523Z,log,ServiceWorker,marta_offline,service-worker.js,2392,33,handlePageRequest,,✅ Cached page from network: /Case,
2026-02-09T20:46:34.525Z,log,ServiceWorkerManager,marta_offline,service-worker-manager.js,369,24,Object.precachePages,,Essential pages pre-cached,
2026-02-09T20:46:34.527Z,log,ServiceWorker,marta_offline,service-worker.js,1461,21,handleApiRequest,,🔍 Service Worker: handleApiRequest called for: /api/version/release-version,
2026-02-09T20:46:34.527Z,log,ServiceWorker,marta_offline,service-worker.js,1373,25,anonymous,,🎯 Routing API request to handleApiRequest: /api/version/release-version,
2026-02-09T20:46:34.528Z,log,ServiceWorker,marta_offline,service-worker.js,1462,21,handleApiRequest,,🔍 Service Worker: Full URL: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/version/release-version,
2026-02-09T20:46:34.529Z,log,ServiceWorker,marta_offline,service-worker.js,1463,21,handleApiRequest,,🔍 Service Worker: Request method: GET,
2026-02-09T20:46:34.529Z,log,ServiceWorker,marta_offline,service-worker.js,1475,25,handleApiRequest,,✅ Cache-first strategy for: /api/version/release-version,
2026-02-09T20:46:34.530Z,log,ServiceWorker,marta_offline,service-worker.js,1556,33,handleApiRequest,,"Cache miss, trying network: /api/version/release-version",
2026-02-09T20:46:34.530Z,log,ServiceWorker,marta_offline,service-worker.js,2105,29,isUserInOfflineMode,,Using cached offline status: false,
2026-02-09T20:46:34.530Z,log,ServiceWorker,marta_offline,service-worker.js,2202,29,hasActiveOfflineSession,,Using cached active offline session status: false,
2026-02-09T20:46:34.988Z,log,ServiceWorker,marta_offline,service-worker.js,502,29,getActiveApiCacheName,,Using active session cache: mmria-api-v114-stable-session-1770669988094-41ea468b-937e-4e99-bdaf-5ae2bc633116,
2026-02-09T20:46:34.989Z,log,ServiceWorker,marta_offline,service-worker.js,1578,37,handleApiRequest,,✅ Cached response from network: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/version/release-version,
2026-02-09T20:46:34.990Z,log,ServiceWorker,marta_offline,service-worker.js,882,29,anonymous,,Caching metadata resources for version: 26.01.20,
2026-02-09T20:46:34.991Z,log,ServiceWorker,marta_offline,service-worker.js,2643,25,cacheMetadataResources,,Starting to cache metadata resources for version: 26.01.20,
2026-02-09T20:46:34.992Z,log,ServiceWorker,marta_offline,service-worker.js,2673,25,cacheMetadataResources,,Will attempt to cache 7 metadata endpoints,
2026-02-09T20:46:34.992Z,log,ServiceWorker,marta_offline,service-worker.js,2678,33,cacheMetadataResources,,Fetching and caching: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/version/26.01.20/metadata,
2026-02-09T20:46:35.454Z,log,ServiceWorker,marta_offline,service-worker.js,2690,37,cacheMetadataResources,,✅ Successfully cached: /api/version/26.01.20/metadata,
2026-02-09T20:46:35.459Z,log,ServiceWorker,marta_offline,service-worker.js,2698,45,cacheMetadataResources,,Cached metadata name: mmria,
2026-02-09T20:46:35.459Z,log,ServiceWorker,marta_offline,service-worker.js,2678,33,cacheMetadataResources,,Fetching and caching: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/version/26.01.20/ui_specification,
2026-02-09T20:46:35.459Z,log,ServiceWorker,marta_offline,service-worker.js,2697,45,cacheMetadataResources,,Cached metadata _id: 2016-06-12T13:49:24.759Z,
2026-02-09T20:46:35.459Z,log,ServiceWorker,marta_offline,service-worker.js,2696,45,cacheMetadataResources,,Cached metadata has 26 children,
2026-02-09T20:46:35.848Z,log,ServiceWorker,marta_offline,service-worker.js,2690,37,cacheMetadataResources,,✅ Successfully cached: /api/version/26.01.20/ui_specification,
2026-02-09T20:46:35.849Z,log,ServiceWorker,marta_offline,service-worker.js,2678,33,cacheMetadataResources,,Fetching and caching: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/version/26.01.20/validation,
2026-02-09T20:46:36.325Z,log,ServiceWorker,marta_offline,service-worker.js,2690,37,cacheMetadataResources,,✅ Successfully cached: /api/version/26.01.20/validation,
2026-02-09T20:46:36.325Z,log,ServiceWorker,marta_offline,service-worker.js,2678,33,cacheMetadataResources,,Fetching and caching: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/version/release-version,
2026-02-09T20:46:36.676Z,log,ServiceWorker,marta_offline,service-worker.js,2690,37,cacheMetadataResources,,✅ Successfully cached: /api/version/release-version,
2026-02-09T20:46:36.676Z,log,ServiceWorker,marta_offline,service-worker.js,2678,33,cacheMetadataResources,,Fetching and caching: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/metadata,
2026-02-09T20:46:37.543Z,log,ServiceWorker,marta_offline,service-worker.js,2690,37,cacheMetadataResources,,✅ Successfully cached: /api/metadata,
2026-02-09T20:46:37.550Z,log,ServiceWorker,marta_offline,service-worker.js,2698,45,cacheMetadataResources,,Cached metadata name: mmria,
2026-02-09T20:46:37.550Z,log,ServiceWorker,marta_offline,service-worker.js,2696,45,cacheMetadataResources,,Cached metadata has 26 children,
2026-02-09T20:46:37.550Z,log,ServiceWorker,marta_offline,service-worker.js,2697,45,cacheMetadataResources,,Cached metadata _id: 2016-06-12T13:49:24.759Z,
2026-02-09T20:46:37.551Z,log,ServiceWorker,marta_offline,service-worker.js,2678,33,cacheMetadataResources,,Fetching and caching: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/metadata/version_specification,
2026-02-09T20:46:37.868Z,log,ServiceWorker,marta_offline,service-worker.js,2690,37,cacheMetadataResources,,✅ Successfully cached: /api/metadata/version_specification,
2026-02-09T20:46:37.869Z,log,ServiceWorker,marta_offline,service-worker.js,2703,41,cacheMetadataResources,,Cached version specification (JavaScript content),
2026-02-09T20:46:37.869Z,log,ServiceWorker,marta_offline,service-worker.js,2678,33,cacheMetadataResources,,Fetching and caching: https://test-mmria.apps.ecpaas-dev.cdc.gov/api/jurisdiction_tree,
2026-02-09T20:46:38.006Z,log,ServiceWorker,marta_offline,service-worker.js,1373,25,anonymous,,🎯 Routing API request to handleApiRequest: /api/version/26.01.20/metadata,
